1: [('მ', 0.7667), ('ყ', 0.6056), ('შ', 0.4385), ('ჟ', 0.4273), ('ვ', 0.4211), ('ც', 0.39), ('ტ', 0.3874), ('ე', 0.3784), ('ძ', 0.3764), ('გ', 0.3502), ('ნ', 0.3212), ('ა', 0.3129), ('ბ', 0.3049), ('ჩ', 0.3039), ('პ', 0.2963), ('ჭ', 0.2903), ('ჰ', 0.2841), ('კ', 0.2776), ('წ', 0.2719), ('ხ', 0.2694), ('ჯ', 0.2595), ('ს', 0.2537), ('რ', 0.252), ('ღ', 0.2425), ('ფ', 0.2291), ('დ', 0.2191), ('ლ', 0.2156), ('ქ', 0.2102), ('თ', 0.1949), ('ო', 0.1919), ('ი', 0.1601), ('ზ', 0.152), ('უ', 0.0935)]
13: [('ე', 0.6955), ('ვ', 0.6369), ('ჟ', 0.4326), ('ჰ', 0.4227), ('ყ', 0.4088), ('ჭ', 0.4027), ('მ', 0.3959), ('პ', 0.3897), ('კ', 0.3871), ('ძ', 0.3648), ('ტ', 0.3405), ('წ', 0.3312), ('ა', 0.3168), ('ც', 0.3166), ('შ', 0.3098), ('გ', 0.2897), ('ქ', 0.2884), ('ნ', 0.2732), ('ს', 0.2722), ('ჩ', 0.2467), ('ბ', 0.2451), ('ხ', 0.2394), ('ჯ', 0.2178), ('ღ', 0.212), ('ლ', 0.2094), ('რ', 0.2052), ('ფ', 0.1927), ('დ', 0.1786), ('თ', 0.1776), ('ო', 0.1766), ('ი', 0.142), ('ზ', 0.1382), ('უ', 0.0959)]
14: [('თ', 0.7533), ('ო', 0.4712), ('რ', 0.3257), ('ლ', 0.2644), ('დ', 0.2393), ('ტ', 0.2309), ('ი', 0.2177), ('ც', 0.2141), ('ჩ', 0.2019), ('მ', 0.1983), ('ყ', 0.1983), ('ძ', 0.1934), ('ხ', 0.1931), ('ჟ', 0.1922), ('ღ', 0.1895), ('გ', 0.1864), ('ნ', 0.1851), ('წ', 0.1849), ('ბ', 0.1843), ('ვ', 0.1797), ('შ', 0.1796), ('ე', 0.1789), ('ჭ', 0.1789), ('ს', 0.1762), ('პ', 0.1726), ('ა', 0.1719), ('ჰ', 0.1646), ('კ', 0.1635), ('ჯ', 0.1634), ('ქ', 0.1609), ('ფ', 0.1589), ('ზ', 0.1455), ('უ', 0.0881)]
15: [('ი', 0.4282), ('დ', 0.2474), ('ღ', 0.1957), ('ფ', 0.1867), ('ო', 0.1765), ('ჯ', 0.1736), ('ლ', 0.1729), ('რ', 0.1707), ('თ', 0.168), ('შ', 0.1528), ('ტ', 0.1497), ('ც', 0.1483), ('მ', 0.1451), ('ყ', 0.1428), ('ჩ', 0.1424), ('ნ', 0.1419), ('ბ', 0.1401), ('ვ', 0.1371), ('გ', 0.1371), ('ე', 0.1354), ('ჟ', 0.135), ('ზ', 0.1327), ('ძ', 0.1319), ('ხ', 0.1315), ('წ', 0.1269), ('ა', 0.1262), ('ს', 0.1212), ('ჭ', 0.1207), ('პ', 0.1204), ('კ', 0.1198), ('ჰ', 0.1182), ('ქ', 0.1096), ('უ', 0.096)]
16: [('ლ', 0.6623), ('ო', 0.3111), ('ღ', 0.2819), ('წ', 0.2642), ('თ', 0.2639), ('ჩ', 0.2569), ('რ', 0.2546), ('დ', 0.2519), ('ტ', 0.2419), ('ნ', 0.24), ('ც', 0.2241), ('გ', 0.2237), ('მ', 0.2231), ('ვ', 0.2219), ('ბ', 0.218), ('ყ', 0.2173), ('ჭ', 0.2154), ('ე', 0.2142), ('ხ', 0.2101), ('ჟ', 0.2039), ('შ', 0.2036), ('ს', 0.2032), ('ჯ', 0.1955), ('ძ', 0.1941), ('ი', 0.1927), ('ჰ', 0.1888), ('პ', 0.1851), ('ქ', 0.1837), ('ა', 0.179), ('ფ', 0.1789), ('კ', 0.1755), ('ზ', 0.1477), ('უ', 0.0903)]
17: [('ა', 0.6615), ('პ', 0.459), ('ჰ', 0.3785), ('ც', 0.362), ('ს', 0.3577), ('კ', 0.3545), ('ვ', 0.3516), ('ტ', 0.3492), ('ძ', 0.3446), ('ე', 0.3218), ('ჟ', 0.317), ('მ', 0.3109), ('გ', 0.3074), ('ყ', 0.3072), ('ჭ', 0.306), ('ხ', 0.291), ('ნ', 0.268), ('ბ', 0.2656), ('ქ', 0.2589), ('წ', 0.2402), ('შ', 0.2398), ('ჩ', 0.2318), ('რ', 0.213), ('ჯ', 0.211), ('ლ', 0.1774), ('ღ', 0.1744), ('ფ', 0.1697), ('თ', 0.1686), ('ო', 0.1654), ('დ', 0.1567), ('ზ', 0.1436), ('ი', 0.1326), ('უ', 0.0901)]
18: [('მ', 0.7667), ('ყ', 0.6056), ('შ', 0.4385), ('ჟ', 0.4273), ('ვ', 0.4211), ('ც', 0.39), ('ტ', 0.3874), ('ე', 0.3784), ('ძ', 0.3764), ('გ', 0.3502), ('ნ', 0.3212), ('ა', 0.3129), ('ბ', 0.3049), ('ჩ', 0.3039), ('პ', 0.2963), ('ჭ', 0.2903), ('ჰ', 0.2841), ('კ', 0.2776), ('წ', 0.2719), ('ხ', 0.2694), ('ჯ', 0.2595), ('ს', 0.2537), ('რ', 0.252), ('ღ', 0.2425), ('ფ', 0.2291), ('დ', 0.2191), ('ლ', 0.2156), ('ქ', 0.2102), ('თ', 0.1949), ('ო', 0.1919), ('ი', 0.1601), ('ზ', 0.152), ('უ', 0.0935)]
19: [('ა', 0.6362), ('პ', 0.4287), ('ც', 0.367), ('ს', 0.3662), ('ჰ', 0.3626), ('ვ', 0.3509), ('ტ', 0.3492), ('კ', 0.3359), ('ძ', 0.3339), ('გ', 0.3189), ('ე', 0.3159), ('მ', 0.3121), ('ჟ', 0.3098), ('ყ', 0.3048), ('ჭ', 0.3037), ('ხ', 0.2972), ('ნ', 0.2787), ('ბ', 0.2769), ('ქ', 0.253), ('წ', 0.242), ('ჩ', 0.2393), ('შ', 0.2387), ('რ', 0.2151), ('ჯ', 0.2147), ('ლ', 0.179), ('ღ', 0.1766), ('ფ', 0.1697), ('თ', 0.1679), ('ო', 0.1653), ('დ', 0.1574), ('ზ', 0.1434), ('ი', 0.1328), ('უ', 0.0897)]
20: [('ზ', 0.6348), ('ფ', 0.1779), ('ჯ', 0.1762), ('ხ', 0.1739), ('ღ', 0.1611), ('გ', 0.1611), ('ბ', 0.1599), ('დ', 0.1595), ('ნ', 0.1571), ('ც', 0.1519), ('შ', 0.1514), ('რ', 0.1498), ('ს', 0.1483), ('ო', 0.1471), ('ჩ', 0.147), ('ტ', 0.1408), ('მ', 0.1405), ('ყ', 0.1401), ('ვ', 0.138), ('ლ', 0.138), ('ა', 0.1372), ('თ', 0.1356), ('ი', 0.1344), ('წ', 0.1307), ('ე', 0.1305), ('ჟ', 0.1284), ('ჰ', 0.1283), ('პ', 0.1265), ('ძ', 0.1261), ('ჭ', 0.1219), ('კ', 0.1189), ('ქ', 0.1117), ('უ', 0.0843)]
21: [('ი', 0.681), ('დ', 0.3161), ('ო', 0.2198), ('ღ', 0.2173), ('რ', 0.214), ('თ', 0.2097), ('ლ', 0.2026), ('ფ', 0.196), ('ჯ', 0.188), ('ტ', 0.174), ('ც', 0.1717), ('შ', 0.1701), ('მ', 0.1653), ('ჩ', 0.1647), ('ყ', 0.1624), ('ნ', 0.1608), ('ბ', 0.16), ('გ', 0.1557), ('ვ', 0.1522), ('ჟ', 0.1522), ('ხ', 0.1504), ('ე', 0.1496), ('ძ', 0.1492), ('ზ', 0.1436), ('წ', 0.1414), ('ა', 0.1411), ('ს', 0.1358), ('ჭ', 0.1344), ('პ', 0.1337), ('კ', 0.1315), ('ჰ', 0.1301), ('ქ', 0.1201), ('უ', 0.0947)]
22: [('ა', 0.6615), ('პ', 0.459), ('ჰ', 0.3785), ('ც', 0.362), ('ს', 0.3577), ('კ', 0.3545), ('ვ', 0.3516), ('ტ', 0.3492), ('ძ', 0.3446), ('ე', 0.3218), ('ჟ', 0.317), ('მ', 0.3109), ('გ', 0.3074), ('ყ', 0.3072), ('ჭ', 0.306), ('ხ', 0.291), ('ნ', 0.268), ('ბ', 0.2656), ('ქ', 0.2589), ('წ', 0.2402), ('შ', 0.2398), ('ჩ', 0.2318), ('რ', 0.213), ('ჯ', 0.211), ('ლ', 0.1774), ('ღ', 0.1744), ('ფ', 0.1697), ('თ', 0.1686), ('ო', 0.1654), ('დ', 0.1567), ('ზ', 0.1436), ('ი', 0.1326), ('უ', 0.0901)]
